checks_passed,dataset_id,dataset_name,heterogeneous,n_features,n_features_probable,n_pseudo_categorical,n_samples,num_categorical_columns,num_columns_missing,num_high_cardinality,num_rows_missing,original_n_features,original_n_samples,ratio_n_p,score_hbgt,score_logistic,too_easy
,157.0,RandomRBF_10_1E-3,,,,0.0,,,,,,,,,,,
,158.0,RandomRBF_10_1E-4,,,,0.0,,,,,,,,,,,
,159.0,RandomRBF_50_1E-3,,,,0.0,,,,,,,,,,,
,160.0,RandomRBF_50_1E-4,,,,0.0,,,,,,,,,,,
0,161.0,SEA(50),,3,3,0.0,1000000,0,0,0,0,3,1000000,1,,,
0,162.0,SEA(50000),,3,3,0.0,1000000,0,0,0,0,3,1000000,1,,,
0,179.0,adult,,82,82,0.0,23374,12,0,1,0,14,48842,1,0.8234615078417323,0.8248547090199825,1
1,180.0,covertype,,89,89,4.0,77812,40,0,0,0,54,110393,1,0.8533333333333334,0.7650333333333333,0
,182.0,satimage,,,,4.0,,,,,,,,,,,
0,183.0,abalone,,8,10,0.0,1268,1,0,0,0,8,4177,1,,,
1,184.0,kropt,,39,39,0.0,8388,6,0,0,0,6,28056,1,0.9307111640842273,0.7469209376241557,0
,244.0,BNG(anneal),,,,0.0,,,,,,,,,,,
,245.0,BNG(anneal.ORIG),,,,0.0,,,,,,,,,,,
,246.0,BNG(labor),,,,0.0,,,,,,,,,,,
,247.0,BNG(letter),,,,0.0,,,,,,,,,,,
,248.0,BNG(autos),,,,0.0,,,,,,,,,,,
,249.0,BNG(lymph),,,,0.0,,,,,,,,,,,
,250.0,BNG(mfeat-fourier),,,,0.0,,,,,,,,,,,
,251.0,BNG(breast-w),,,,0.0,,,,,,,,,,,
,252.0,BNG(mfeat-karhunen),,,,0.0,,,,,,,,,,,
,253.0,BNG(bridges_version1),,,,0.0,,,,,,,,,,,
,254.0,BNG(mfeat-zernike),,,,0.0,,,,,,,,,,,
,255.0,BNG(cmc),,,,0.0,,,,,,,,,,,
,256.0,BNG(colic.ORIG),,,,0.0,,,,,,,,,,,
,257.0,BNG(colic),,,,0.0,,,,,,,,,,,
,258.0,BNG(credit-a),,,,0.0,,,,,,,,,,,
,259.0,BNG(page-blocks),,,,0.0,,,,,,,,,,,
,260.0,BNG(credit-g),,,,0.0,,,,,,,,,,,
,261.0,BNG(pendigits),,,,0.0,,,,,,,,,,,
,262.0,BNG(cylinder-bands),,,,0.0,,,,,,,,,,,
,263.0,BNG(dermatology),,,,0.0,,,,,,,,,,,
,264.0,BNG(sonar),,,,0.0,,,,,,,,,,,
,265.0,BNG(glass),,,,0.0,,,,,,,,,,,
,266.0,BNG(heart-c),,,,0.0,,,,,,,,,,,
,267.0,BNG(heart-statlog),,,,0.0,,,,,,,,,,,
,268.0,BNG(vehicle),,,,0.0,,,,,,,,,,,
,269.0,BNG(hepatitis),,,,0.0,,,,,,,,,,,
,271.0,BNG(waveform-5000),,,,0.0,,,,,,,,,,,
,272.0,BNG(zoo),,,,0.0,,,,,,,,,,,
0,273.0,IMDB.drama,,0,0,1001.0,120919,0,0,0,0,1001,120919,1,,,
